diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb,table
2016,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,570,5.0,4.6,5.4,imd_5_rtd_non_emergency
2017,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,515,4.4,4.1,4.8,imd_5_rtd_non_emergency
2018,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,515,4.3,4.0,4.7,imd_5_rtd_non_emergency
2019,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,imd_5_rtd_non_emergency
2020,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,imd_5_rtd_non_emergency
2021,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,imd_5_rtd_non_emergency
2022,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,560,4.4,4.1,4.8,imd_5_rtd_non_emergency
2023,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,515,4.1,3.8,4.5,imd_5_rtd_non_emergency
allyears,all ages,All Persons,IMD Q5,All Regions,All Stages,Non-emergency,2675,3.2,3.1,3.4,
2016,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,290,2.5,2.2,2.8,imd_5_stage_early
2017,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,250,2.1,1.9,2.4,imd_5_stage_early
2018,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,250,2.1,1.8,2.4,imd_5_stage_early
2019,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,210,1.8,1.5,2.0,imd_5_stage_early
2020,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,225,1.8,1.6,2.1,imd_5_stage_early
2021,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,290,2.7,2.4,3.0,imd_5_stage_early
2022,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A,imd_5_stage_early
2023,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A,imd_5_stage_early
allyears,all ages,All Persons,IMD Q5,All Regions,Early,All Routes,1515,1.8,1.7,1.9,
2016,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,255,2.2,1.9,2.5,imd_5_stage_advanced
2017,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,245,2.1,1.8,2.3,imd_5_stage_advanced
2018,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,245,2.0,1.8,2.3,imd_5_stage_advanced
2019,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,245,2.0,1.7,2.2,imd_5_stage_advanced
2020,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,250,2.0,1.7,2.2,imd_5_stage_advanced
2021,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,290,2.7,2.4,3.0,imd_5_stage_advanced
2022,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,imd_5_stage_advanced
2023,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,imd_5_stage_advanced
allyears,all ages,All Persons,IMD Q5,All Regions,Advanced,All Routes,1530,1.8,1.7,1.9,
2016,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,25,2.0,1.2,2.9,imd_5_region_East Midlands
2017,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,25,2.1,1.2,2.9,imd_5_region_East Midlands
2018,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,30,2.7,1.7,3.6,imd_5_region_East Midlands
2019,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,595,49.8,45.8,53.8,imd_5_region_East Midlands
2020,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,570,46.7,42.9,50.6,imd_5_region_East Midlands
2021,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,685,72.3,66.9,77.7,imd_5_region_East Midlands
2022,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.5,0.1,0.9,imd_5_region_East Midlands
2023,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,15,1.1,0.5,1.8,imd_5_region_East Midlands
allyears,all ages,All Persons,IMD Q5,East Midlands,All Stages,All Routes,1945,6.2,5.6,6.7,
2016,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,25,1.4,0.8,2.0,imd_5_region_East of England
2017,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,25,1.4,0.9,2.0,imd_5_region_East of England
2018,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,30,1.9,1.2,2.6,imd_5_region_East of England
2019,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,595,35.5,32.6,38.4,imd_5_region_East of England
2020,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,570,33.5,30.7,36.2,imd_5_region_East of England
2021,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,685,43.9,40.6,47.1,imd_5_region_East of England
2022,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.4,0.1,0.6,imd_5_region_East of England
2023,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,15,0.8,0.4,1.2,imd_5_region_East of England
allyears,all ages,All Persons,IMD Q5,East of England,All Stages,All Routes,1945,5.3,4.8,5.7,
2016,all ages,All Persons,IMD Q5,London,All Stages,All Routes,25,2.4,1.4,3.3,imd_5_region_London
2017,all ages,All Persons,IMD Q5,London,All Stages,All Routes,25,2.4,1.5,3.4,imd_5_region_London
2018,all ages,All Persons,IMD Q5,London,All Stages,All Routes,30,3.2,2.1,4.3,imd_5_region_London
2019,all ages,All Persons,IMD Q5,London,All Stages,All Routes,595,60.8,55.9,65.7,imd_5_region_London
2020,all ages,All Persons,IMD Q5,London,All Stages,All Routes,570,57.7,52.9,62.4,imd_5_region_London
2021,all ages,All Persons,IMD Q5,London,All Stages,All Routes,685,73.5,68.0,79.0,imd_5_region_London
2022,all ages,All Persons,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,0.6,0.1,1.1,imd_5_region_London
2023,all ages,All Persons,IMD Q5,London,All Stages,All Routes,15,1.3,0.6,2.0,imd_5_region_London
allyears,all ages,All Persons,IMD Q5,London,All Stages,All Routes,1945,5.5,5.0,6.1,
2016,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,25,5.6,3.3,7.9,imd_5_region_North East
2017,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,25,5.7,3.4,8.0,imd_5_region_North East
2018,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,30,7.4,4.7,10.0,imd_5_region_North East
2019,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,595,136.8,125.8,147.9,imd_5_region_North East
2020,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,570,127.8,117.3,138.4,imd_5_region_North East
2021,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,685,165.4,153.0,177.8,imd_5_region_North East
2022,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,1.3,0.3,2.4,imd_5_region_North East
2023,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,15,3.1,1.4,4.8,imd_5_region_North East
allyears,all ages,All Persons,IMD Q5,North East,All Stages,All Routes,1945,6.4,5.5,7.3,
2016,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,25,2.0,1.2,2.8,imd_5_region_North West
2017,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,25,2.0,1.2,2.8,imd_5_region_North West
2018,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,30,2.5,1.6,3.4,imd_5_region_North West
2019,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,595,47.2,43.3,51.0,imd_5_region_North West
2020,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,570,44.3,40.7,48.0,imd_5_region_North West
2021,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,685,60.3,55.7,64.8,imd_5_region_North West
2022,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,0.5,0.1,0.8,imd_5_region_North West
2023,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,15,1.1,0.5,1.7,imd_5_region_North West
allyears,all ages,All Persons,IMD Q5,North West,All Stages,All Routes,1945,6.2,5.7,6.8,
2016,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,25,0.7,0.4,1.0,imd_5_region_South East
2017,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,25,0.7,0.4,1.0,imd_5_region_South East
2018,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,30,1.0,0.6,1.3,imd_5_region_South East
2019,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,595,18.1,16.6,19.6,imd_5_region_South East
2020,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,570,17.1,15.7,18.5,imd_5_region_South East
2021,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,685,24.2,22.4,26.0,imd_5_region_South East
2022,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,SUPPRESSED; n<10,0.2,0.0,0.3,imd_5_region_South East
2023,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,15,0.4,0.2,0.6,imd_5_region_South East
allyears,all ages,All Persons,IMD Q5,South East,All Stages,All Routes,1945,5.8,5.4,6.1,
2016,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,25,1.9,1.1,2.7,imd_5_region_South West
2017,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,25,1.8,1.1,2.6,imd_5_region_South West
2018,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,30,2.4,1.6,3.3,imd_5_region_South West
2019,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,595,44.4,40.8,48.0,imd_5_region_South West
2020,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,570,41.7,38.3,45.2,imd_5_region_South West
2021,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,685,59.5,55.1,64.0,imd_5_region_South West
2022,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,0.5,0.1,0.8,imd_5_region_South West
2023,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,15,1.0,0.5,1.6,imd_5_region_South West
allyears,all ages,All Persons,IMD Q5,South West,All Stages,All Routes,1945,5.2,4.8,5.7,
2016,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,25,2.5,1.5,3.6,imd_5_region_West Midlands
2017,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,25,2.5,1.5,3.5,imd_5_region_West Midlands
2018,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,30,3.3,2.1,4.4,imd_5_region_West Midlands
2019,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,595,60.7,55.8,65.7,imd_5_region_West Midlands
2020,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,570,57.0,52.3,61.7,imd_5_region_West Midlands
2021,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,685,92.5,85.5,99.4,imd_5_region_West Midlands
2022,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.6,0.1,1.1,imd_5_region_West Midlands
2023,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,15,1.4,0.6,2.2,imd_5_region_West Midlands
allyears,all ages,All Persons,IMD Q5,West Midlands,All Stages,All Routes,1945,5.8,5.2,6.4,
2016,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,25,2.5,1.5,3.6,imd_5_region_Yorkshire and The Humber
2017,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,25,2.5,1.5,3.5,imd_5_region_Yorkshire and The Humber
2018,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,30,3.3,2.1,4.4,imd_5_region_Yorkshire and The Humber
2019,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,595,61.1,56.2,66.0,imd_5_region_Yorkshire and The Humber
2020,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,570,57.3,52.6,62.0,imd_5_region_Yorkshire and The Humber
2021,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,685,75.3,69.6,80.9,imd_5_region_Yorkshire and The Humber
2022,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.6,0.1,1.1,imd_5_region_Yorkshire and The Humber
2023,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,15,1.4,0.6,2.2,imd_5_region_Yorkshire and The Humber
allyears,all ages,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,1945,5.8,5.2,6.3,
2016,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,1880,7.7,7.4,8.1,sex_1
2017,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,1845,7.1,6.8,7.4,sex_1
2018,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,1870,7.1,6.8,7.5,sex_1
2019,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,1955,7.4,7.1,7.7,sex_1
2020,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,1875,7.0,6.7,7.3,sex_1
2021,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,2120,7.9,7.6,8.2,sex_1
2022,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,1840,6.7,6.4,7.1,sex_1
2023,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,1785,6.6,6.3,6.9,sex_1
allyears,all ages,Male,All IMD Quintiles,All Regions,All Stages,All Routes,15170,8.3,8.1,8.4,
2016,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,85,0.4,0.3,0.4,sex_1_rtd_emergency
2017,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,100,0.4,0.3,0.5,sex_1_rtd_emergency
2018,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,110,0.4,0.3,0.5,sex_1_rtd_emergency
2019,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_emergency
2020,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_emergency
2021,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_emergency
2022,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,115,0.4,0.3,0.5,sex_1_rtd_emergency
2023,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,130,0.5,0.4,0.6,sex_1_rtd_emergency
allyears,all ages,Male,All IMD Quintiles,All Regions,All Stages,Emergency,540,0.3,0.3,0.3,
2016,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,1750,7.2,6.9,7.5,sex_1_rtd_non_emergency
2017,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,1695,6.6,6.2,6.9,sex_1_rtd_non_emergency
2018,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,1675,6.4,6.1,6.7,sex_1_rtd_non_emergency
2019,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_non_emergency
2020,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_non_emergency
2021,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_non_emergency
2022,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,1710,6.3,6.0,6.6,sex_1_rtd_non_emergency
2023,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,1625,6.0,5.7,6.3,sex_1_rtd_non_emergency
allyears,all ages,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,8455,4.6,4.5,4.7,
2016,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,770,3.1,2.9,3.4,sex_1_stage_early
2017,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,765,3.0,2.7,3.2,sex_1_stage_early
2018,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,745,2.8,2.6,3.0,sex_1_stage_early
2019,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,690,2.6,2.4,2.8,sex_1_stage_early
2020,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,650,2.4,2.2,2.6,sex_1_stage_early
2021,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,735,2.7,2.5,2.9,sex_1_stage_early
2022,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_stage_early
2023,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_stage_early
allyears,all ages,Male,All IMD Quintiles,All Regions,Early,All Routes,4355,3.0,3.0,3.1,
2016,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,910,3.7,3.5,4.0,sex_1_stage_advanced
2017,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,900,3.5,3.2,3.7,sex_1_stage_advanced
2018,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,900,3.5,3.2,3.7,sex_1_stage_advanced
2019,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,860,3.2,3.0,3.5,sex_1_stage_advanced
2020,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,950,3.5,3.3,3.8,sex_1_stage_advanced
2021,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,1080,4.0,3.8,4.3,sex_1_stage_advanced
2022,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_stage_advanced
2023,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_stage_advanced
allyears,all ages,Male,All IMD Quintiles,All Regions,Advanced,All Routes,5600,2.4,2.3,2.4,
2016,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,195,9.0,7.7,10.3,sex_1_region_East Midlands
2017,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,170,7.4,6.3,8.5,sex_1_region_East Midlands
2018,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,175,7.8,6.6,8.9,sex_1_region_East Midlands
2019,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,200,8.8,7.6,10.0,sex_1_region_East Midlands
2020,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,160,6.9,5.9,8.0,sex_1_region_East Midlands
2021,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,200,8.5,7.3,9.7,sex_1_region_East Midlands
2022,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,190,7.9,6.7,9.0,sex_1_region_East Midlands
2023,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,155,6.5,5.4,7.5,sex_1_region_East Midlands
allyears,all ages,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,1445,9.0,8.6,9.5,
2016,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,10,0.4,0.2,0.7,sex_1_region_East Midlands_rtd_emergency
2017,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.2,0.0,0.4,sex_1_region_East Midlands_rtd_emergency
2018,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,10,0.5,0.2,0.8,sex_1_region_East Midlands_rtd_emergency
2019,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_emergency
2020,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_emergency
2021,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_emergency
2022,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,15,0.6,0.3,0.9,sex_1_region_East Midlands_rtd_emergency
2023,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,10,0.4,0.2,0.7,sex_1_region_East Midlands_rtd_emergency
allyears,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,45,0.3,0.2,0.4,
2016,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,185,8.4,7.2,9.6,sex_1_region_East Midlands_rtd_non_emergency
2017,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,160,7.0,5.9,8.1,sex_1_region_East Midlands_rtd_non_emergency
2018,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,160,7.1,6.0,8.2,sex_1_region_East Midlands_rtd_non_emergency
2019,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_non_emergency
2020,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_non_emergency
2021,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_non_emergency
2022,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,175,7.2,6.2,8.3,sex_1_region_East Midlands_rtd_non_emergency
2023,all ages,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,145,6.0,5.0,7.0,sex_1_region_East Midlands_rtd_non_emergency
